subperiodlarge,subperiodsmall,TESTPERIOD,OBS,date,port,ret_Port_Mean,ret_Port_Sd,mkt_Port_Mean,beta_Port_Mean,beta_sq_Port_Mean,sdres_Port_Mean
1935 to 1945,1941 to 1945,3,2082,30/09/1943,2,0.035987227,0.053860941,0.039153518,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,2083,30/09/1943,3,0.031351818,0.035575736,0.039153518,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,2084,30/09/1943,4,0.041022072,0.062449161,0.039153518,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,2085,30/09/1943,5,0.02971717,0.036877936,0.039153518,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,2086,30/09/1943,6,0.010499557,0.029943264,0.039153518,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,2087,30/09/1943,7,0.021604848,0.094648805,0.039153518,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,2088,30/09/1943,8,0.055820803,0.116476985,0.039153518,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,2089,30/09/1943,9,0.048275614,0.061547914,0.039153518,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,2090,30/09/1943,10,0.047700027,0.072639909,0.039153518,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,2091,30/09/1943,11,0.052265734,0.070705177,0.039153518,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,2092,30/09/1943,12,0.05167089,0.086936916,0.039153518,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,2093,30/09/1943,13,0.050503317,0.086085108,0.039153518,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,2094,30/09/1943,14,0.048512535,0.088004254,0.039153518,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,2095,30/09/1943,15,0.029059891,0.047903345,0.039153518,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,2096,30/09/1943,16,0.033082043,0.08462628,0.039153518,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,2097,30/09/1943,17,0.057685328,0.078324108,0.039153518,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,2098,30/09/1943,18,0.03429955,0.036578681,0.039153518,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,2099,30/09/1943,19,0.044025338,0.02818979,0.039153518,1.515274162,2.360878076,0.105205655
1935 to 1945,1941 to 1945,3,2100,30/09/1943,20,0.058366642,0.051614642,0.039153518,1.460529099,2.376710663,0.160584709
1935 to 1945,1941 to 1945,3,2101,30/10/1943,1,0.003255257,0.050120291,-0.004745731,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,2102,30/10/1943,2,-0.008772427,0.055393842,-0.004745731,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,2103,30/10/1943,3,-0.001245796,0.068765191,-0.004745731,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,2104,30/10/1943,4,0.015221824,0.084669596,-0.004745731,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,2105,30/10/1943,5,-0.00664535,0.063000367,-0.004745731,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,2106,30/10/1943,6,0.06578898,0.314055471,-0.004745731,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,2107,30/10/1943,7,-0.00635762,0.065065455,-0.004745731,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,2108,30/10/1943,8,-0.016785441,0.03560159,-0.004745731,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,2109,30/10/1943,9,-0.022158415,0.045904858,-0.004745731,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,2110,30/10/1943,10,-0.006006355,0.05678798,-0.004745731,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,2111,30/10/1943,11,-0.011497011,0.050553037,-0.004745731,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,2112,30/10/1943,12,-0.012036129,0.067966263,-0.004745731,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,2113,30/10/1943,13,-0.014510124,0.053425482,-0.004745731,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,2114,30/10/1943,14,-0.026710182,0.115576804,-0.004745731,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,2115,30/10/1943,15,-0.00830281,0.050675382,-0.004745731,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,2116,30/10/1943,16,-0.014271706,0.049499579,-0.004745731,1.4661719,2.386986374,0.136525073
1935 to 1945,1941 to 1945,3,2117,30/10/1943,17,-0.021799909,0.066957537,-0.004745731,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,2118,30/10/1943,18,0.020151686,0.123822226,-0.004745731,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,2119,30/10/1943,19,-0.028443156,0.033982114,-0.004745731,1.515274162,2.360878076,0.105205655
1935 to 1945,1941 to 1945,3,2120,30/10/1943,20,-0.007637913,0.062494246,-0.004745731,1.460529099,2.376710663,0.160584709
1935 to 1945,1941 to 1945,3,2121,30/11/1943,1,-0.032670383,0.041458018,-0.091752805,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,2122,30/11/1943,2,-0.040329461,0.039176934,-0.091752805,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,2123,30/11/1943,3,-0.070352138,0.070695883,-0.091752805,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,2124,30/11/1943,4,-0.064440898,0.0716908,-0.091752805,0.736237489,0.580348137,0.0928272
1935 to 1945,1941 to 1945,3,2125,30/11/1943,5,-0.059688009,0.060046823,-0.091752805,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,2126,30/11/1943,6,-0.03702663,0.130127519,-0.091752805,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,2127,30/11/1943,7,-0.075373715,0.065320282,-0.091752805,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,2128,30/11/1943,8,-0.100166248,0.074492877,-0.091752805,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,2129,30/11/1943,9,-0.096908645,0.053329609,-0.091752805,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,2130,30/11/1943,10,-0.095786352,0.075490549,-0.091752805,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,2131,30/11/1943,11,-0.11321003,0.082543507,-0.091752805,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,2132,30/11/1943,12,-0.123134675,0.074901585,-0.091752805,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,2133,30/11/1943,13,-0.129047478,0.048885681,-0.091752805,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,2134,30/11/1943,14,-0.0982183,0.096583344,-0.091752805,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,2135,30/11/1943,15,-0.118687151,0.075852358,-0.091752805,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,2136,30/11/1943,16,-0.155685341,0.07183514,-0.091752805,1.4661719,2.386986374,0.136525073
1935 to 1945,1941 to 1945,3,2137,30/11/1943,17,-0.152134904,0.083002373,-0.091752805,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,2138,30/11/1943,18,-0.115051537,0.071583151,-0.091752805,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,2139,30/11/1943,19,-0.153283527,0.050196753,-0.091752805,1.515274162,2.360878076,0.105205655
1935 to 1945,1941 to 1945,3,2140,30/11/1943,20,-0.181448877,0.071219641,-0.091752805,1.460529099,2.376710663,0.160584709
1935 to 1945,1941 to 1945,3,2141,31/12/1943,1,0.036589558,0.05200353,0.104708206,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,2142,31/12/1943,2,0.055176182,0.050525207,0.104708206,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,2143,31/12/1943,3,0.05686443,0.057360617,0.104708206,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,2144,31/12/1943,4,0.102993717,0.121323757,0.104708206,0.736237489,0.580348137,0.0928272
1935 to 1945,1941 to 1945,3,2145,31/12/1943,5,0.101433523,0.073644253,0.104708206,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,2146,31/12/1943,6,0.071623259,0.058186127,0.104708206,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,2147,31/12/1943,7,0.082195168,0.082069019,0.104708206,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,2148,31/12/1943,8,0.098627634,0.086810797,0.104708206,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,2149,31/12/1943,9,0.09230207,0.06210712,0.104708206,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,2150,31/12/1943,10,0.13640646,0.130826022,0.104708206,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,2151,31/12/1943,11,0.119206889,0.08675938,0.104708206,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,2152,31/12/1943,12,0.130728696,0.083806639,0.104708206,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,2153,31/12/1943,13,0.16052983,0.199172033,0.104708206,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,2154,31/12/1943,14,0.121499005,0.103116521,0.104708206,1.166574797,1.419320508,0.10938993
1935 to 1945,1941 to 1945,3,2155,31/12/1943,15,0.118352563,0.10315671,0.104708206,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,2156,31/12/1943,16,0.120270222,0.096750691,0.104708206,1.4661719,2.386986374,0.136525073
1935 to 1945,1941 to 1945,3,2157,31/12/1943,17,0.15824355,0.09597282,0.104708206,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,2158,31/12/1943,18,0.136531913,0.0879929,0.104708206,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,2159,31/12/1943,19,0.138476159,0.054533571,0.104708206,1.515274162,2.360878076,0.105205655
1935 to 1945,1941 to 1945,3,2160,31/12/1943,20,0.157507116,0.113390679,0.104708206,1.460529099,2.376710663,0.160584709
1935 to 1945,1941 to 1945,3,2161,31/01/1944,1,0.033877773,0.05947609,0.051356947,0.385465226,0.213493033,0.071590627
1935 to 1945,1941 to 1945,3,2162,31/01/1944,2,0.024576292,0.058542032,0.051356947,0.464281901,0.232434358,0.068857848
1935 to 1945,1941 to 1945,3,2163,31/01/1944,3,0.06980269,0.10127945,0.051356947,0.603420083,0.58023981,0.08866305
1935 to 1945,1941 to 1945,3,2164,31/01/1944,4,0.04836518,0.084258207,0.051356947,0.747714777,0.606807758,0.094465407
1935 to 1945,1941 to 1945,3,2165,31/01/1944,5,0.031441414,0.04232796,0.051356947,0.822954457,0.74687625,0.072927487
1935 to 1945,1941 to 1945,3,2166,31/01/1944,6,0.037432549,0.048159372,0.051356947,0.740637754,0.608173582,0.084793816
1935 to 1945,1941 to 1945,3,2167,31/01/1944,7,0.02444917,0.102799377,0.051356947,0.877064849,0.937833279,0.097759633
1935 to 1945,1941 to 1945,3,2168,31/01/1944,8,0.042174673,0.06429085,0.051356947,0.935013149,0.97355625,0.088531525
1935 to 1945,1941 to 1945,3,2169,31/01/1944,9,0.064947561,0.128016701,0.051356947,1.077933483,1.45243488,0.104533512
1935 to 1945,1941 to 1945,3,2170,31/01/1944,10,0.030265292,0.054573116,0.051356947,1.091563997,1.355055522,0.096449343
1935 to 1945,1941 to 1945,3,2171,31/01/1944,11,0.043716357,0.083216662,0.051356947,1.099407956,1.347046452,0.111449704
1935 to 1945,1941 to 1945,3,2172,31/01/1944,12,0.070156494,0.097018046,0.051356947,1.251317898,1.675635095,0.115960935
1935 to 1945,1941 to 1945,3,2173,31/01/1944,13,0.05381411,0.064988241,0.051356947,1.296128083,1.995598809,0.139295199
1935 to 1945,1941 to 1945,3,2174,31/01/1944,14,0.078926337,0.131982817,0.051356947,1.183249564,1.487928452,0.115779859
1935 to 1945,1941 to 1945,3,2175,31/01/1944,15,0.057448753,0.054666633,0.051356947,1.201327957,1.570969707,0.098203827
1935 to 1945,1941 to 1945,3,2176,31/01/1944,16,0.079058189,0.116013517,0.051356947,1.401599798,2.190717989,0.13906911
1935 to 1945,1941 to 1945,3,2177,31/01/1944,17,0.056563304,0.081845088,0.051356947,1.324820582,1.869045918,0.121399865
1935 to 1945,1941 to 1945,3,2178,31/01/1944,18,0.050496216,0.066091253,0.051356947,1.238718922,1.695623261,0.101730076
1935 to 1945,1941 to 1945,3,2179,31/01/1944,19,0.142723867,0.192101973,0.051356947,1.619899131,2.765816312,0.154313449
1935 to 1945,1941 to 1945,3,2180,31/01/1944,20,0.092078558,0.113558476,0.051356947,1.537010105,2.614221014,0.167124421
1935 to 1945,1941 to 1945,3,2181,29/02/1944,1,0.015058776,0.039391331,0.014771172,0.385465226,0.213493033,0.071590627
1935 to 1945,1941 to 1945,3,2182,29/02/1944,2,0.003451298,0.032262281,0.014771172,0.464281901,0.232434358,0.068857848
1935 to 1945,1941 to 1945,3,2183,29/02/1944,3,0.003094202,0.066938571,0.014771172,0.603420083,0.58023981,0.08866305
1935 to 1945,1941 to 1945,3,2184,29/02/1944,4,0.025354413,0.042250263,0.014771172,0.747714777,0.606807758,0.094465407
1935 to 1945,1941 to 1945,3,2185,29/02/1944,5,0.001885738,0.033030216,0.014771172,0.822954457,0.74687625,0.072927487
1935 to 1945,1941 to 1945,3,2186,29/02/1944,6,-0.015631868,0.097337809,0.014771172,0.740637754,0.608173582,0.084793816
1935 to 1945,1941 to 1945,3,2187,29/02/1944,7,0.0322704,0.110550796,0.014771172,0.877064849,0.937833279,0.097759633
1935 to 1945,1941 to 1945,3,2188,29/02/1944,8,0.014463126,0.049552697,0.014771172,0.935013149,0.97355625,0.088531525
1935 to 1945,1941 to 1945,3,2189,29/02/1944,9,0.011018066,0.047646497,0.014771172,1.077933483,1.45243488,0.104533512
1935 to 1945,1941 to 1945,3,2190,29/02/1944,10,0.016608623,0.062166174,0.014771172,1.091563997,1.355055522,0.096449343
1935 to 1945,1941 to 1945,3,2191,29/02/1944,11,0.005340426,0.061974748,0.014771172,1.099407956,1.347046452,0.111449704
1935 to 1945,1941 to 1945,3,2192,29/02/1944,12,0.023099858,0.085577058,0.014771172,1.251317898,1.675635095,0.115960935
1935 to 1945,1941 to 1945,3,2193,29/02/1944,13,0.011019736,0.057779523,0.014771172,1.296128083,1.995598809,0.139295199
1935 to 1945,1941 to 1945,3,2194,29/02/1944,14,0.066172769,0.085562569,0.014771172,1.189898727,1.507447302,0.103695674
1935 to 1945,1941 to 1945,3,2195,29/02/1944,15,0.037844235,0.085757816,0.014771172,1.201327957,1.570969707,0.098203827
1935 to 1945,1941 to 1945,3,2196,29/02/1944,16,0.049675714,0.086404809,0.014771172,1.401599798,2.190717989,0.13906911
1935 to 1945,1941 to 1945,3,2197,29/02/1944,17,-0.013547399,0.120121918,0.014771172,1.324820582,1.869045918,0.121399865
1935 to 1945,1941 to 1945,3,2198,29/02/1944,18,0.007972541,0.034819585,0.014771172,1.238718922,1.695623261,0.101730076
1935 to 1945,1941 to 1945,3,2199,29/02/1944,19,0.041607063,0.082071969,0.014771172,1.619899131,2.765816312,0.154313449
1935 to 1945,1941 to 1945,3,2200,29/02/1944,20,0.017277618,0.092101778,0.014771172,1.537010105,2.614221014,0.167124421
1935 to 1945,1941 to 1945,3,2201,31/03/1944,1,0.028718147,0.038286718,0.043434156,0.385465226,0.213493033,0.071590627
1935 to 1945,1941 to 1945,3,2202,31/03/1944,2,0.034218814,0.035942789,0.043434156,0.464281901,0.232434358,0.068857848
1935 to 1945,1941 to 1945,3,2203,31/03/1944,3,0.038713906,0.127193676,0.043434156,0.603420083,0.58023981,0.08866305
1935 to 1945,1941 to 1945,3,2204,31/03/1944,4,0.029271404,0.079519715,0.043434156,0.747714777,0.606807758,0.094465407
1935 to 1945,1941 to 1945,3,2205,31/03/1944,5,0.085635248,0.145398539,0.043434156,0.822954457,0.74687625,0.072927487
1935 to 1945,1941 to 1945,3,2206,31/03/1944,6,0.043923469,0.0740097,0.043434156,0.740637754,0.608173582,0.084793816
1935 to 1945,1941 to 1945,3,2207,31/03/1944,7,0.046803229,0.083389223,0.043434156,0.877064849,0.937833279,0.097759633
1935 to 1945,1941 to 1945,3,2208,31/03/1944,8,0.032375064,0.045621489,0.043434156,0.935013149,0.97355625,0.088531525
1935 to 1945,1941 to 1945,3,2209,31/03/1944,9,0.05718077,0.072091433,0.043434156,1.077933483,1.45243488,0.104533512
1935 to 1945,1941 to 1945,3,2210,31/03/1944,10,0.032468185,0.045197781,0.043434156,1.091563997,1.355055522,0.096449343
1935 to 1945,1941 to 1945,3,2211,31/03/1944,11,0.042474047,0.061371264,0.043434156,1.099407956,1.347046452,0.111449704
1935 to 1945,1941 to 1945,3,2212,31/03/1944,12,0.062243587,0.129235433,0.043434156,1.251317898,1.675635095,0.115960935
1935 to 1945,1941 to 1945,3,2213,31/03/1944,13,0.088906451,0.101199296,0.043434156,1.296128083,1.995598809,0.139295199
1935 to 1945,1941 to 1945,3,2214,31/03/1944,14,0.037466109,0.07180695,0.043434156,1.189898727,1.507447302,0.103695674
1935 to 1945,1941 to 1945,3,2215,31/03/1944,15,0.042537785,0.060341703,0.043434156,1.201327957,1.570969707,0.098203827
1935 to 1945,1941 to 1945,3,2216,31/03/1944,16,0.051061232,0.102331704,0.043434156,1.401599798,2.190717989,0.13906911
1935 to 1945,1941 to 1945,3,2217,31/03/1944,17,0.047167104,0.077404676,0.043434156,1.324820582,1.869045918,0.121399865
1935 to 1945,1941 to 1945,3,2218,31/03/1944,18,0.041443152,0.045892069,0.043434156,1.238718922,1.695623261,0.101730076
1935 to 1945,1941 to 1945,3,2219,31/03/1944,19,0.097733527,0.178507547,0.043434156,1.619899131,2.765816312,0.154313449
1935 to 1945,1941 to 1945,3,2220,31/03/1944,20,0.069129682,0.113397675,0.043434156,1.537010105,2.614221014,0.167124421
1935 to 1945,1941 to 1945,3,2221,29/04/1944,1,-0.021047492,0.040307336,-0.030578885,0.385465226,0.213493033,0.071590627
1935 to 1945,1941 to 1945,3,2222,29/04/1944,2,-0.017319071,0.037564867,-0.030578885,0.464281901,0.232434358,0.068857848
1935 to 1945,1941 to 1945,3,2223,29/04/1944,3,-0.022482353,0.046003921,-0.030578885,0.603420083,0.58023981,0.08866305
1935 to 1945,1941 to 1945,3,2224,29/04/1944,4,-0.016964734,0.065238523,-0.030578885,0.747714777,0.606807758,0.094465407
1935 to 1945,1941 to 1945,3,2225,29/04/1944,5,-0.034881762,0.036086068,-0.030578885,0.822954457,0.74687625,0.072927487
1935 to 1945,1941 to 1945,3,2226,29/04/1944,6,-0.021334059,0.03681228,-0.030578885,0.740637754,0.608173582,0.084793816
1935 to 1945,1941 to 1945,3,2227,29/04/1944,7,-0.025575851,0.069122869,-0.030578885,0.877064849,0.937833279,0.097759633
1935 to 1945,1941 to 1945,3,2228,29/04/1944,8,-0.031417043,0.04102788,-0.030578885,0.935013149,0.97355625,0.088531525
1935 to 1945,1941 to 1945,3,2229,29/04/1944,9,-0.036390812,0.054025246,-0.030578885,1.077933483,1.45243488,0.104533512
1935 to 1945,1941 to 1945,3,2230,29/04/1944,10,-0.02719946,0.038001972,-0.030578885,1.091563997,1.355055522,0.096449343
1935 to 1945,1941 to 1945,3,2231,29/04/1944,11,-0.017806171,0.063826,-0.030578885,1.099407956,1.347046452,0.111449704
1935 to 1945,1941 to 1945,3,2232,29/04/1944,12,-0.036372969,0.073952664,-0.030578885,1.251317898,1.675635095,0.115960935
1935 to 1945,1941 to 1945,3,2233,29/04/1944,13,-0.033766278,0.050235446,-0.030578885,1.296128083,1.995598809,0.139295199
1935 to 1945,1941 to 1945,3,2234,29/04/1944,14,-0.048178389,0.050187488,-0.030578885,1.189898727,1.507447302,0.103695674
1935 to 1945,1941 to 1945,3,2235,29/04/1944,15,-0.04409324,0.04474139,-0.030578885,1.201327957,1.570969707,0.098203827
1935 to 1945,1941 to 1945,3,2236,29/04/1944,16,-0.072072113,0.070322933,-0.030578885,1.401599798,2.190717989,0.13906911
1935 to 1945,1941 to 1945,3,2237,29/04/1944,17,-0.051578881,0.041772463,-0.030578885,1.324820582,1.869045918,0.121399865
1935 to 1945,1941 to 1945,3,2238,29/04/1944,18,-0.043484493,0.04016451,-0.030578885,1.238718922,1.695623261,0.101730076
1935 to 1945,1941 to 1945,3,2239,29/04/1944,19,-0.059666603,0.061588832,-0.030578885,1.619899131,2.765816312,0.154313449
1935 to 1945,1941 to 1945,3,2240,29/04/1944,20,-0.046788844,0.062665764,-0.030578885,1.537010105,2.614221014,0.167124421
1935 to 1945,1941 to 1945,3,2241,31/05/1944,1,0.023863337,0.026932391,0.06879933,0.385465226,0.213493033,0.071590627
1935 to 1945,1941 to 1945,3,2242,31/05/1944,2,0.053045923,0.046118057,0.06879933,0.464281901,0.232434358,0.068857848
1935 to 1945,1941 to 1945,3,2243,31/05/1944,3,0.068477613,0.071799116,0.06879933,0.603420083,0.58023981,0.08866305
1935 to 1945,1941 to 1945,3,2244,31/05/1944,4,0.092290121,0.062968323,0.06879933,0.747714777,0.606807758,0.094465407
1935 to 1945,1941 to 1945,3,2245,31/05/1944,5,0.06105597,0.05935425,0.06879933,0.822954457,0.74687625,0.072927487
1935 to 1945,1941 to 1945,3,2246,31/05/1944,6,0.059353674,0.067397209,0.06879933,0.740637754,0.608173582,0.084793816
1935 to 1945,1941 to 1945,3,2247,31/05/1944,7,0.062119829,0.084172056,0.06879933,0.877064849,0.937833279,0.097759633
1935 to 1945,1941 to 1945,3,2248,31/05/1944,8,0.058202054,0.053477565,0.06879933,0.935013149,0.97355625,0.088531525
1935 to 1945,1941 to 1945,3,2249,31/05/1944,9,0.082334969,0.05640779,0.06879933,1.077933483,1.45243488,0.104533512
